,delivery_partner,vehicle_type,delivery_mode,distance_km,package_weight_kg,delivery_cost
20293,delhivery,bike,standard,43.5,19.33,2553.5950563575157
20294,delhivery,ev van,standard,140.7,8.22,11634.531619468711
20295,delhivery,ev bike,standard,184.0,32.5,3990.0258060601527
20296,dhl,scooter,express,49.7,21.05,7194.1925317463065
20297,dhl,scooter,express,154.3,26.07,12714.664100995355
20298,xpressbees,ev bike,express,291.8,49.04,23765.90155440649
20299,xpressbees,ev bike,standard,161.8,28.99,3902.5442984796687
20300,delhivery,scooter,standard,19.6,18.89,1554.3631023423695
20301,fedex,van,standard,74.4,27.39,11567.0098215263
20302,amazon logistics,ev van,standard,12.6,34.21,4336.521469037395
20303,ecom express,bike,standard,176.6,34.25,10360.749769332
20304,ekart,truck,standard,263.3,15.56,14365.014663533608
20305,delhivery,ev van,express,232.8,13.36,66821.18923981779
20306,blue dart,bike,standard,14.6,30.31,2882.1984479750336
20307,dhl,truck,express,233.4,42.41,165883.35195357213
20308,dhl,truck,standard,153.4,4.69,22492.137346509975
20309,dhl,scooter,standard,255.7,19.14,5724.823407904481
20310,delhivery,truck,express,119.6,14.03,83084.6211990066
20311,dhl,ev bike,express,122.6,30.48,7971.317444359961
20312,ekart,scooter,standard,296.4,39.37,2444.0818128666274
20313,fedex,van,standard,103.9,32.93,15888.41919873038
20314,delhivery,truck,express,60.0,10.91,55614.513054871124
20315,amazon logistics,bike,express,292.4,31.63,19239.121573193162
20316,dhl,scooter,standard,271.3,38.39,6014.5392549494445
20317,ekart,truck,express,34.0,18.55,15282.783918820242
20318,ecom express,van,express,65.5,27.55,78425.3702708754
20319,xpressbees,ev van,express,257.0,6.66,88650.6857138219
20320,blue dart,ev van,express,66.6,16.01,27600.715338412076
20321,blue dart,scooter,express,95.3,32.81,15565.047363690883
20322,delhivery,ev van,express,104.9,28.06,47107.74604751168
20323,shadowfax,ev van,standard,102.5,49.36,9146.884561774812
20324,dhl,van,express,70.2,20.53,41859.13448687807
20325,dhl,truck,standard,54.6,39.99,24001.097950350228
20326,fedex,scooter,standard,109.3,49.52,3479.9638741920025
20327,fedex,bike,standard,153.0,21.03,4093.2152236794095
20328,delhivery,scooter,express,8.0,6.22,1738.9290443890118
20329,delhivery,ev bike,standard,13.4,48.67,2185.6912463484623
20330,amazon logistics,truck,standard,165.7,6.71,17977.909684400835
20331,ecom express,van,standard,54.0,25.65,18260.56778312109
20332,amazon logistics,van,standard,49.4,7.96,4811.47859253039
20333,ecom express,ev bike,standard,20.6,49.19,2912.1590357053065
20334,fedex,ev bike,express,237.9,1.74,8229.379772080605
20335,amazon logistics,truck,express,86.4,1.88,28010.3520607131
20336,amazon logistics,truck,express,152.3,16.89,67079.17855871837
20337,ecom express,bike,express,157.8,43.0,35130.38949201364
20338,blue dart,van,express,76.2,2.38,37063.917838573354
20339,blue dart,bike,standard,244.7,0.67,6926.044467889838
20340,dhl,ev bike,standard,291.2,3.21,3104.128168257674
20341,fedex,van,express,131.0,26.69,52214.035591662774
20342,ecom express,scooter,standard,296.6,30.08,10736.856247931157
20343,ekart,van,express,62.5,20.56,14256.64040989372
20344,amazon logistics,van,express,228.8,29.02,65979.42736105669
20345,amazon logistics,ev van,standard,157.0,5.37,6674.32370138716
20346,ecom express,scooter,express,163.7,6.74,16946.365892093123
20347,blue dart,ev bike,standard,272.7,36.17,5419.907549229769
20348,ekart,scooter,standard,286.5,24.96,2399.6742862962915
20349,blue dart,ev bike,standard,3.6,45.32,2038.530374193281
20350,xpressbees,truck,express,72.1,29.65,108987.65826227714
20351,xpressbees,truck,standard,88.8,30.63,34093.01618064329
20352,dhl,ev bike,standard,141.7,12.07,1941.0155072346781
20353,delhivery,bike,standard,178.0,43.64,8683.427163723378
20354,fedex,ev bike,standard,255.5,43.39,3729.6952431806612
20355,xpressbees,ev bike,standard,296.5,0.85,5392.761997760044
20356,fedex,scooter,standard,138.1,29.82,3148.6193660741974
20357,ekart,bike,standard,95.2,43.59,1950.329320036711
20358,shadowfax,ev bike,express,228.4,39.5,9583.659064985774
20359,shadowfax,bike,express,211.8,17.0,14389.245665017372
20360,shadowfax,truck,express,36.9,19.69,27618.20843245124
20361,amazon logistics,scooter,standard,194.6,14.58,2594.4791530373063
20362,ekart,ev bike,standard,249.9,41.48,1483.0869024501296
20363,shadowfax,ev van,express,22.2,15.23,8660.178610858844
20364,amazon logistics,ev van,express,163.9,38.76,40117.71307500969
20365,blue dart,ev bike,standard,5.9,45.05,2322.9393724044257
20366,ekart,truck,standard,85.4,34.54,8903.724458429188
20367,delhivery,bike,express,16.6,14.58,5106.7638500682715
20368,dhl,ev van,express,290.3,18.78,69491.92172148215
20369,delhivery,ev van,standard,181.4,44.14,21570.26922972847
20370,xpressbees,bike,standard,297.1,45.76,15838.26637476215
20371,delhivery,ev bike,express,265.1,28.3,16369.350032127104
20372,xpressbees,bike,standard,121.5,24.86,6943.159594395751
20373,shadowfax,truck,express,156.1,27.99,65492.93923845
20374,ecom express,scooter,standard,214.6,29.28,8215.332941701212
20375,dhl,bike,standard,66.7,24.47,3403.631197049533
20376,dhl,scooter,express,19.4,11.84,3477.5634257636057
20377,ekart,scooter,standard,253.2,36.14,2112.166705554011
20378,fedex,van,standard,183.9,35.11,21860.089374984775
20379,blue dart,scooter,standard,278.8,3.85,6051.495039217178
20380,blue dart,van,express,212.4,3.58,100292.03393901716
20381,ecom express,truck,express,84.9,25.47,138119.60415558313
20382,xpressbees,van,express,80.6,30.35,82738.6426871286
20383,blue dart,truck,express,101.1,44.34,144037.2655832324
20384,shadowfax,van,express,56.6,11.42,19620.358839257224
20385,ekart,scooter,express,146.4,21.73,4750.076885954326
20386,blue dart,bike,standard,78.4,15.68,3462.385982988747
20387,fedex,scooter,standard,258.5,49.21,5048.384286460664
20388,amazon logistics,scooter,standard,234.2,33.27,4233.03536817723
20389,delhivery,truck,standard,64.4,29.19,25205.32172133232
20390,dhl,truck,standard,154.5,3.51,23274.894907256352
20391,ecom express,ev van,express,268.6,34.76,129303.72265741692
20392,dhl,scooter,express,37.9,18.81,5722.734683700927
20393,delhivery,bike,standard,237.8,31.84,8770.315537561564
20394,dhl,ev bike,standard,73.9,4.03,1053.1978254595701
20395,xpressbees,ev bike,standard,103.3,28.47,3058.699535901952
20396,ecom express,scooter,standard,167.0,9.88,5380.384099755123
20397,shadowfax,ev van,express,244.5,47.37,45056.528477323445
20398,delhivery,truck,standard,59.1,6.97,12998.14849177684
20399,amazon logistics,ev bike,express,277.9,12.8,8617.79613554291
20400,amazon logistics,van,standard,139.6,21.15,12029.749453179158
20401,shadowfax,van,standard,96.7,24.09,9235.39419826013
20402,ecom express,van,standard,65.1,44.43,29081.549096209736
20403,xpressbees,ev bike,standard,95.9,42.78,4026.8050054446226
20404,ekart,ev bike,standard,95.1,10.32,501.16590546018455
20405,dhl,ev van,express,243.6,26.35,65625.37985091249
20406,fedex,scooter,standard,124.7,43.13,3666.4623001262457
20407,fedex,ev bike,standard,97.8,26.26,1618.134752370858
20408,shadowfax,ev bike,standard,46.8,15.12,634.4128193148065
20409,xpressbees,bike,express,188.0,23.5,28038.11989500508
20410,delhivery,ev bike,express,114.9,7.32,6899.07537385903
20411,shadowfax,bike,standard,247.3,24.06,4386.114057558416
20412,delhivery,bike,express,45.2,26.6,10986.70721380526
20413,fedex,bike,express,176.5,10.59,13442.2522558621
20414,dhl,truck,standard,19.4,17.87,9796.140930911215
20415,blue dart,bike,express,38.7,14.28,8501.561158972785
20416,ecom express,truck,express,294.1,47.98,367643.07202393224
20417,ekart,ev bike,standard,209.9,2.59,919.1691377222667
20418,delhivery,truck,standard,157.7,38.01,44642.16297916384
20419,dhl,scooter,standard,32.7,10.73,1125.9607642694298
20420,xpressbees,van,standard,5.0,18.59,8697.342460107026
20421,delhivery,ev bike,express,78.4,34.67,8103.214096446517
20422,fedex,van,express,146.5,43.12,72044.49318087856
20423,dhl,truck,express,23.5,1.41,12866.940652674339
20424,amazon logistics,ev bike,standard,107.4,6.0,1056.07824282117
20425,delhivery,truck,standard,78.7,18.56,22634.340061261064
20426,delhivery,van,standard,276.9,25.1,36486.40297068994
20427,shadowfax,bike,standard,187.0,48.52,5054.74119787187
20428,blue dart,ev bike,standard,166.4,27.54,3832.9564101111996
20429,xpressbees,scooter,express,146.8,28.5,19525.61319598583
20430,ekart,van,standard,46.3,43.2,5472.3394286704315
20431,shadowfax,bike,express,114.5,26.81,10227.607348941414
20432,delhivery,ev bike,standard,183.4,12.93,2647.57120588082
20433,xpressbees,ev van,express,252.8,10.36,80047.68376317278
20434,fedex,ev van,standard,286.7,24.48,15419.133807438835
20435,delhivery,scooter,express,201.1,15.29,15891.590719334157
20436,ekart,bike,standard,226.2,12.67,2085.595886329526
20437,delhivery,bike,express,154.7,21.12,20012.143139178912
20438,delhivery,van,express,59.7,15.05,35137.60689447522
20439,xpressbees,bike,express,205.7,25.57,35557.19536539071
20440,dhl,scooter,express,218.9,46.0,21560.37063568922
20441,amazon logistics,truck,standard,72.2,22.84,14305.86686114215
20442,ekart,bike,standard,267.6,9.67,2418.3122279808904
20443,xpressbees,truck,express,153.4,21.83,146403.00187203824
20444,shadowfax,ev van,standard,206.0,34.13,11074.099585003767
20445,shadowfax,ev van,express,156.9,43.51,37734.47647728388
20446,amazon logistics,ev van,standard,173.7,32.09,10023.686716561651
20447,xpressbees,scooter,express,221.2,29.05,29306.515611184797
20448,xpressbees,truck,express,68.5,23.2,106730.19497693176
20449,xpressbees,bike,express,236.2,27.89,36943.41092294959
20450,fedex,scooter,express,102.9,41.05,11192.910133622461
20451,xpressbees,ev bike,standard,167.8,15.45,3955.3440790284394
20452,amazon logistics,scooter,standard,182.4,36.78,3181.4816828235075
20453,xpressbees,scooter,standard,279.8,36.22,9529.75118841732
20454,shadowfax,van,express,53.9,36.04,35251.100207520714
20455,delhivery,scooter,standard,128.0,29.52,4026.941546110187
20456,dhl,ev bike,express,32.7,6.18,1916.6588484156314
20457,delhivery,ev van,standard,129.0,46.53,18965.047010070157
20458,delhivery,truck,express,218.4,49.15,218003.18662799607
20459,dhl,truck,express,96.2,44.64,102166.10897317337
20460,fedex,ev bike,express,190.5,45.84,9642.937178144513
20461,fedex,van,standard,222.5,43.32,24397.99291952254
20462,ecom express,van,express,165.2,11.69,98916.99179696663
20463,xpressbees,ev van,express,251.1,8.32,86242.38229293995
20464,dhl,van,standard,20.0,5.15,3459.504658237637
20465,dhl,scooter,standard,216.0,4.75,3888.1870871925885
20466,xpressbees,bike,express,257.6,37.5,44663.96257747383
20467,ekart,bike,standard,228.1,15.27,2240.8338043664126
20468,amazon logistics,ev bike,standard,123.2,16.59,1445.2316813098528
20469,amazon logistics,scooter,express,95.1,37.77,8856.663047826976
20470,xpressbees,ev bike,express,53.5,9.74,5316.275176204623
20471,ekart,bike,express,123.8,29.4,6460.947646929557
20472,shadowfax,ev bike,standard,91.0,32.62,1309.605700043774
20473,amazon logistics,van,express,194.0,16.52,47890.73659095559
20474,delhivery,ev bike,express,60.3,24.17,6273.960474190729
20475,blue dart,ev bike,standard,3.6,24.16,1248.6272432519418
20476,fedex,truck,standard,231.5,31.06,31895.80731976891
20477,dhl,ev van,express,227.0,26.66,58206.73779166712
20478,xpressbees,ev van,express,73.9,18.47,39103.93167451122
20479,dhl,ev bike,express,193.5,44.48,12528.33655762365
20480,ecom express,van,standard,239.2,39.74,56541.072886179245
20481,ekart,ev van,standard,107.7,30.84,4513.149293185703
20482,dhl,ev van,standard,160.0,23.9,14391.852728297654
20483,delhivery,van,standard,84.6,23.82,16370.961855378193
20484,ekart,scooter,express,87.6,23.14,3721.8226258579043
20485,ekart,scooter,express,121.9,32.09,5054.077242965683
20486,xpressbees,ev van,standard,171.8,39.24,23939.777743962284
20487,dhl,bike,express,223.4,13.15,22493.998624948654
20488,blue dart,bike,express,96.7,34.0,19833.572408331227
20489,ekart,truck,express,134.2,31.89,37652.78289216536
20490,shadowfax,ev van,express,288.9,21.82,46585.5083486568
20491,amazon logistics,scooter,express,275.9,5.8,11046.084616790751
20492,ecom express,truck,express,34.1,29.69,90134.29231830734
20493,delhivery,bike,express,223.9,2.15,23009.707497123636
20494,amazon logistics,ev bike,standard,186.3,48.17,2825.0851987923998
20495,dhl,ev van,express,187.6,30.86,53098.052579198455
20496,amazon logistics,truck,standard,190.2,11.21,20959.4049607387
20497,delhivery,bike,standard,131.6,35.98,5986.8803342071005
20498,shadowfax,bike,express,246.9,28.83,16745.97133337331
20499,ecom express,ev bike,express,195.9,29.06,20649.368021674916
20500,delhivery,bike,express,215.7,27.32,25355.847759230073
20501,amazon logistics,bike,express,248.8,38.94,20968.191825782927
20502,blue dart,ev van,express,130.2,36.78,66648.23976279424
20503,ecom express,truck,express,36.1,20.62,77459.18552156373
20504,xpressbees,truck,express,31.8,35.94,94776.21389992937
20505,ecom express,ev bike,standard,193.4,16.23,4739.660874851352
20506,ecom express,van,standard,149.9,25.24,32156.210844545036
20507,ekart,scooter,express,242.4,10.57,6193.950230847608
20508,dhl,truck,standard,14.5,9.32,5544.869310672684
20509,xpressbees,bike,standard,17.6,4.34,973.4938005354408
20510,blue dart,scooter,express,230.6,31.94,23411.224688237995
20511,ekart,truck,standard,297.1,42.49,21377.83315634596
20512,delhivery,ev van,standard,254.4,27.8,24051.426063709987
20513,amazon logistics,truck,standard,126.3,20.1,16100.320824235398
20514,ekart,ev bike,express,262.9,30.23,5109.048374209473
20515,dhl,scooter,standard,11.9,42.69,2527.299497292672
20516,fedex,bike,express,220.1,31.37,19067.123694773883
20517,dhl,van,standard,52.8,43.97,15630.94089503542
20518,amazon logistics,ev bike,standard,86.0,5.98,754.7784254780577
20519,ecom express,bike,express,105.3,4.59,16954.308711124075
20520,shadowfax,ev van,standard,54.3,5.5,2646.1368799029274
20521,amazon logistics,scooter,express,151.4,32.65,11052.957078601201
20522,delhivery,ev bike,standard,128.3,18.09,2548.897151852889
20523,ecom express,ev van,standard,159.8,3.62,16851.44971639152
20524,blue dart,truck,standard,111.2,39.96,44303.585510466924
20525,delhivery,scooter,express,28.7,42.0,10410.450516346671
20526,delhivery,scooter,standard,241.9,17.6,6254.6060272576515
20527,ekart,van,standard,242.3,31.28,11480.33449039006
20528,amazon logistics,ev van,standard,217.3,43.96,12857.094333601972
20529,ekart,ev bike,express,197.8,41.8,5072.548529927314
20530,amazon logistics,truck,express,143.6,38.34,79330.67022033613
20531,dhl,ev bike,express,222.6,9.43,9381.169041619733
20532,delhivery,bike,standard,260.7,18.57,8328.737486612907
20533,fedex,bike,standard,227.4,3.52,4048.7885315301637
20534,ekart,truck,express,77.3,21.51,24150.442151128802
20535,ekart,truck,standard,61.7,28.56,7201.391187734485
20536,fedex,scooter,standard,170.2,40.53,3925.505167474219
20537,amazon logistics,truck,express,119.1,5.94,45312.798401223816
20538,shadowfax,bike,standard,104.7,6.12,1876.457227446713
20539,ekart,scooter,standard,280.9,17.45,1898.4328166103655
20540,xpressbees,ev van,standard,221.6,17.26,23526.824282977443
20541,xpressbees,bike,express,150.9,44.79,35020.09547204496
20542,ekart,truck,standard,103.8,38.51,10947.629524146756
20543,amazon logistics,ev van,standard,79.8,19.35,5198.9600437035515
20544,amazon logistics,ev bike,standard,297.1,2.25,2492.549329774479
20545,shadowfax,van,express,89.8,14.94,29004.105129496187
20546,ekart,scooter,express,254.0,48.43,9549.001384036674
20547,dhl,bike,standard,40.5,19.7,2290.7952702399416
20548,dhl,bike,express,229.9,0.67,17395.436866029213
20549,blue dart,truck,standard,148.1,16.83,34761.11061646462
20550,ekart,truck,standard,136.3,23.07,11165.577463955118
20551,blue dart,van,standard,242.9,48.76,45129.29255055536
20552,blue dart,scooter,express,17.3,30.22,8058.209269847188
20553,xpressbees,bike,standard,3.6,46.12,5087.261781894826
20554,blue dart,bike,standard,32.5,0.67,1051.6901225436684
20555,fedex,scooter,express,14.8,20.35,3283.108289805181
20556,dhl,ev van,express,279.4,49.28,87219.00433997971
20557,delhivery,scooter,express,36.4,27.64,7879.230949748669
20558,amazon logistics,bike,standard,236.4,8.24,4434.967749793074
20559,ecom express,truck,express,227.0,24.25,229039.20857965367
20560,shadowfax,bike,express,3.6,9.9,1815.3653845302495
20561,xpressbees,van,express,84.5,25.2,73879.14828520372
20562,ekart,ev bike,standard,242.4,21.71,1281.7800260993054
20563,amazon logistics,bike,standard,195.7,44.45,5108.716024578798
20564,amazon logistics,ev van,standard,232.8,27.22,12579.65276374774
20565,dhl,truck,express,249.1,25.19,158418.16902617575
20566,xpressbees,ev van,express,10.4,15.64,17673.453237841823
20567,ecom express,ev bike,standard,201.8,15.93,4680.565466908136
20568,shadowfax,ev van,express,11.3,45.97,19723.155172656872
20569,blue dart,truck,standard,278.6,20.48,55102.16419529259
20570,ekart,bike,standard,128.7,44.45,1997.7818892583723
20571,blue dart,bike,express,96.5,21.18,16633.380319200194
20572,ekart,scooter,express,52.8,35.16,3276.050622391456
20573,ecom express,bike,express,203.6,45.98,41901.19351012586
20574,blue dart,ev bike,express,246.1,44.03,21839.36838892814
20575,ecom express,ev van,express,33.4,31.41,42473.92293080114
20576,ekart,truck,standard,294.7,28.09,19897.41240980565
20577,fedex,scooter,standard,25.1,0.86,405.0660415832898
20578,fedex,ev van,standard,235.4,43.77,14977.544124771708
20579,blue dart,scooter,standard,21.5,7.25,895.2448906870433
